Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TO_Att,TO_Succ,TO_Succ%,TO_Tkld,TO_Tkld%,Carries,TotDist,PrgDist,PrgC,Carry1/3,Carry_PA,Mis,Dis,Pass_Rec,Pass_PrgR
Xande Silva,pt POR,FW,Atlanta Utd,28-050,1997,2.5,133,4,23,57,55,11,133,18,8,44.4,10,55.6,92,578,292,10,9,5,3,4,98,19,Matches
Xande Silva,pt POR,DF,St. Louis,28-050,1997,0.2,13,0,1,9,3,0,13,2,1,50.0,1,50.0,6,63,28,0,0,0,1,0,9,1,Matches
Jonathan Sirois,ca CAN,GK,CF Montréal,23-312,2001,10.0,415,322,412,3,0,0,415,0,0,,0,,245,1119,741,0,0,0,0,0,239,0,Matches
Jack Skahan,us USA,MF,SJ Earthquakes,27-087,1998,0.1,6,0,0,3,3,2,6,0,0,,0,,4,17,2,0,0,0,1,0,5,0,Matches
Bartosz Slisz,pl POL,MF,Atlanta Utd,26-037,1999,8.2,641,33,166,400,81,10,641,15,8,53.3,6,40.0,373,1743,785,13,11,0,3,5,448,11,Matches
Tyger Smalls,,"FW,MF",Charlotte,,,0.6,33,1,5,10,18,2,33,0,0,,0,,18,128,55,3,0,0,3,2,23,2,Matches
Alec Smir,us USA,GK,Minnesota Utd,26-022,1999,1.0,24,13,22,2,0,0,24,0,0,,0,,5,3,1,0,0,0,0,0,7,0,Matches
Brad Smith,au AUS,"DF,MF",FC Cincinnati,31-026,1994,1.4,66,0,10,21,36,6,66,1,0,0.0,1,100.0,37,152,54,1,0,0,5,0,46,14,Matches
Ian Smith,us USA,DF,Portland Timbers,22-293,2002,3.3,227,20,107,95,25,3,227,5,2,40.0,3,60.0,128,659,370,1,3,0,3,3,153,4,Matches
Kyle Smith,us USA,"DF,MF",Orlando City,33-116,1992,4.5,289,24,128,123,39,4,289,3,1,33.3,1,33.3,165,595,255,0,5,0,4,0,197,3,Matches
Artem Smoliakov,ua UKR,"DF,MF",LAFC,21-341,2003,2.9,187,14,55,91,42,1,187,8,3,37.5,5,62.5,126,528,294,9,4,0,2,2,134,23,Matches
Mohammed Sofo,gh GHA,FW,NY Red Bulls,20-186,2004,2.6,75,0,11,29,36,7,75,5,2,40.0,3,60.0,32,191,62,1,2,2,3,3,40,9,Matches
Tyrese Spicer,tt TRI,"FW,MF",Toronto FC,24-152,2000,3.5,162,2,36,50,76,9,162,16,8,50.0,7,43.8,97,688,290,13,4,1,13,7,101,23,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Dayne St. Clair,ca CAN,GK,Minnesota Utd,27-361,1997,10.0,329,222,301,28,0,0,329,0,0,,0,,167,1158,764,0,0,0,1,0,107,0,Matches
Lazar Stefanovic,ca CAN,"DF,MF",Toronto FC,18-268,2006,1.2,85,6,36,49,0,0,85,0,0,,0,,56,267,141,0,0,0,0,0,65,0,Matches
Zack Steffen,us USA,GK,Colorado Rapids,30-033,1995,9.0,319,226,318,1,0,0,319,0,0,,0,,179,1099,738,0,0,0,0,0,117,0,Matches
Daniel Steres,us USA,DF,Houston Dynamo,34-175,1990,3.4,243,16,105,111,27,4,243,0,0,,0,,103,312,144,2,2,1,3,2,154,6,Matches
Kimani Stewart-Baynes,ca CAN,"MF,FW",Colorado Rapids,20-108,2005,0.2,8,0,0,3,5,0,8,0,0,,0,,5,9,6,0,0,0,0,0,7,2,Matches
Jared Stroud,us USA,"FW,MF",D.C. United,28-299,1996,7.2,275,4,41,107,129,30,275,9,2,22.2,7,77.8,157,690,286,9,6,3,12,8,182,47,Matches
Peter Stroud,us USA,MF,NY Red Bulls,23-012,2002,7.9,540,10,68,369,111,6,540,4,2,50.0,2,50.0,286,1491,698,10,9,1,7,7,371,13,Matches
Brad Stuver,us USA,GK,Austin,34-019,1991,11.0,419,351,415,4,0,0,419,0,0,,0,,233,1268,856,0,0,0,0,0,193,0,Matches
Luis Suárez,uy URU,FW,Inter Miami,38-101,1987,7.3,296,4,24,154,120,27,296,10,3,30.0,6,60.0,170,520,251,7,2,3,19,6,238,45,Matches
Magomed-Shapi Suleymanov,ru RUS,"FW,MF",Sporting KC,25-140,1999,8.4,468,3,32,149,290,35,468,23,5,21.7,15,65.2,327,2010,1042,41,16,24,13,12,358,106,Matches
Cavan Sullivan,us USA,"MF,FW",Philadelphia Union,15-219,2009,0.5,34,0,5,16,13,2,34,2,0,0.0,2,100.0,20,92,44,1,2,0,2,1,21,7,Matches
Quinn Sullivan,us USA,MF,Philadelphia Union,21-039,2004,10.3,526,8,49,217,273,42,525,36,18,50.0,16,44.4,299,2005,916,31,24,9,26,23,331,75,Matches
Finn Surman,nz NZL,DF,Portland Timbers,21-224,2003,10.7,632,107,367,258,7,5,632,0,0,,0,,352,1340,627,1,0,0,4,1,413,1,Matches
Sam Surridge,eng ENG,FW,Nashville SC,26-281,1998,10.7,359,8,39,150,177,68,355,18,6,33.3,11,61.1,176,1051,445,16,9,11,19,12,256,73,Matches
Oleksandr Svatok,ua UKR,DF,Austin,30-220,1994,7.7,507,60,291,205,11,10,507,1,0,0.0,0,0.0,300,942,427,2,1,1,4,1,372,1,Matches
Erik Sviatchenko,dk DEN,DF,Houston Dynamo,33-213,1991,5.5,357,34,149,169,40,10,357,3,2,66.7,1,33.3,209,764,388,1,1,0,7,2,254,2,Matches
Hennadii Synchuk,ua UKR,FW,CF Montréal,18-299,2006,1.3,70,0,4,27,40,3,70,6,4,66.7,1,16.7,46,361,193,6,8,2,2,2,50,19,Matches
Nkosi Tafari,us USA,DF,LAFC,28-043,1997,4.9,377,43,179,184,14,7,377,1,1,100.0,0,0.0,202,593,194,0,1,0,0,1,263,2,Matches
Zakaria Taifi,us USA,DF,Orlando City,19-216,2005,0.1,3,1,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-050,1996,11.0,385,261,382,3,0,0,385,0,0,,0,,244,953,506,0,0,0,0,0,236,0,Matches
Strahinja Tanasijević,rs SRB,DF,NYCFC,27-327,1997,2.2,164,24,66,88,12,0,164,0,0,,0,,97,537,351,2,3,0,2,1,112,2,Matches
Andrew Tarbell,us USA,GK,Houston Dynamo,31-210,1993,3.4,104,88,104,0,0,0,104,0,0,,0,,64,289,213,0,0,0,1,0,59,0,Matches
Iuri Tavares,cv CPV,"FW,MF",Charlotte,24-058,2001,0.3,17,0,0,7,10,1,17,2,1,50.0,1,50.0,11,37,25,0,1,0,1,0,12,0,Matches
D.J. Taylor,us USA,DF,Minnesota Utd,27-252,1997,0.7,44,4,18,18,8,0,44,0,0,,0,,19,64,27,0,0,0,0,1,24,2,Matches
Robert Taylor,fi FIN,FW,Austin,30-196,1994,0.3,16,0,0,4,13,1,16,3,2,66.7,1,33.3,12,117,60,3,2,1,0,1,14,5,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Robert Taylor,fi FIN,"MF,FW",Inter Miami,30-196,1994,2.2,88,0,10,36,44,10,88,7,2,28.6,5,71.4,60,302,143,5,2,2,2,4,66,19,Matches
Carlos Terán,co COL,DF,Chicago Fire,24-223,2000,3.3,230,41,140,86,5,1,230,0,0,,0,,145,421,163,0,0,0,0,2,153,0,Matches
Cedric Teuchert,de GER,"FW,MF",St. Louis,28-111,1997,5.9,120,5,14,57,52,14,120,9,2,22.2,6,66.7,81,656,292,14,9,4,12,7,86,23,Matches
Odin Thiago Holm,no NOR,"MF,FW",LAFC,22-107,2003,1.1,40,3,16,18,7,1,40,0,0,,0,,19,79,22,1,0,0,0,1,22,2,Matches
Jamal Thiaré,sn SEN,"FW,DF",Atlanta Utd,32-035,1993,1.6,42,0,2,15,25,11,42,4,1,25.0,3,75.0,19,90,12,0,1,0,4,1,34,9,Matches
Andrew Thomas,ru RUS,GK,Seattle Sounders,26-246,1998,1.0,17,16,16,1,0,0,17,0,0,,0,,9,42,20,0,0,0,0,0,10,0,Matches
Erik Thommy,de GER,"FW,MF",Sporting KC,30-258,1994,5.6,271,3,24,104,144,25,271,8,2,25.0,6,75.0,185,1224,575,22,12,8,14,5,211,59,Matches
Kosi Thompson,ca CAN,DF,Toronto FC,22-098,2003,7.8,486,35,189,262,39,1,486,16,11,68.8,4,25.0,235,1055,530,7,2,0,6,5,286,13,Matches
Timmy Tillman,de GER,MF,LAFC,26-121,1999,8.3,590,15,129,303,165,20,590,19,8,42.1,8,42.1,379,1643,763,17,13,4,22,9,434,32,Matches
Cayman Togashi,jp JPN,"MF,FW",Atlanta Utd,31-268,1993,0.7,22,0,2,14,7,3,22,4,1,25.0,3,75.0,12,54,26,0,0,0,0,0,14,0,Matches
Nouhou Tolo,cm CMR,DF,Seattle Sounders,27-316,1997,8.7,567,39,197,278,97,5,567,14,6,42.9,8,57.1,333,1687,1066,15,12,1,6,5,380,9,Matches
Tomas Totland,no NOR,DF,St. Louis,26-219,1998,3.7,197,7,64,78,57,9,197,4,1,25.0,3,75.0,99,338,128,1,2,1,6,4,114,26,Matches
Mason Toye,us USA,FW,Sporting KC,26-201,1998,0.2,12,0,1,4,7,1,12,1,1,100.0,0,0.0,9,60,16,1,0,0,1,0,9,4,Matches
Wil Trapp,us USA,MF,Minnesota Utd,32-110,1993,9.7,443,24,141,230,75,3,443,3,1,33.3,2,66.7,189,710,300,4,4,0,4,6,219,3,Matches
Jackson Travis,us USA,DF,Colorado Rapids,21-071,2004,1.5,78,5,18,43,17,1,78,0,0,,0,,27,169,114,4,4,1,3,0,33,5,Matches
Niko Tsakiris,us USA,MF,SJ Earthquakes,19-320,2005,2.7,129,0,12,65,54,6,129,7,3,42.9,3,42.9,76,503,291,14,8,3,5,6,91,13,Matches
Garrison Tubbs,us USA,DF,D.C. United,23-077,2002,0.5,10,3,9,1,0,0,10,0,0,,0,,2,8,2,0,0,0,0,0,2,0,Matches
Jeppe Tverskov,dk DEN,MF,San Diego FC,32-054,1993,10.8,969,50,234,577,169,12,969,11,5,45.5,6,54.5,522,1997,919,8,11,0,10,8,720,13,Matches
Mikael Uhre,dk DEN,FW,Philadelphia Union,30-217,1994,6.8,227,3,20,84,126,28,227,9,3,33.3,6,66.7,123,644,269,7,5,5,12,7,158,36,Matches
Cengiz Ünder,tr TUR,FW,LAFC,27-295,1997,3.4,171,1,10,63,98,8,171,15,3,20.0,12,80.0,112,662,269,7,6,2,7,3,128,27,Matches
Osaze Urhoghide,nl NED,DF,FC Dallas,24-305,2000,11.0,660,106,365,272,27,15,660,14,10,71.4,1,7.1,287,1276,675,3,2,2,14,9,376,2,Matches
Maximiliano Urruti,ar ARG,FW,NE Revolution,34-072,1991,4.0,109,2,19,50,43,14,109,7,5,71.4,1,14.3,56,315,154,4,1,1,5,2,55,12,Matches
Júnior Urso,br BRA,MF,Houston Dynamo,36-056,1989,2.2,172,5,38,111,24,2,172,5,4,80.0,1,20.0,97,409,174,2,0,0,3,0,134,1,Matches
Óscar Ustari,ar ARG,GK,Inter Miami,38-306,1986,6.4,280,244,280,0,0,0,280,0,0,,0,,163,674,352,0,0,0,1,0,168,0,Matches
Myrto Uzuni,al ALB,FW,Austin,29-339,1995,7.8,191,2,25,81,87,26,191,8,4,50.0,4,50.0,99,450,215,5,3,0,10,6,113,26,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Onni Valakari,fi FIN,"FW,MF",San Diego FC,25-260,1999,7.3,346,7,33,162,158,32,346,9,2,22.2,5,55.6,196,758,327,9,8,2,14,3,275,61,Matches
Omar Valencia,pa PAN,DF,NY Red Bulls,20-331,2004,7.1,418,20,92,191,142,7,418,8,4,50.0,4,50.0,222,1448,835,25,16,1,8,5,242,35,Matches
Gerardo Valenzuela,us USA,MF,FC Cincinnati,20-219,2004,1.5,89,0,7,36,50,9,89,8,1,12.5,6,75.0,52,282,117,4,4,1,6,3,61,10,Matches
Kerwin Vargas,co COL,"FW,MF",Charlotte,23-123,2002,4.5,206,6,34,85,88,19,206,9,4,44.4,4,44.4,124,505,309,11,5,5,11,3,147,34,Matches
Obed Vargas,mx MEX,MF,Seattle Sounders,19-273,2005,8.8,622,15,118,322,187,22,622,16,10,62.5,5,31.3,347,1724,735,13,14,3,19,4,457,35,Matches
Indiana Vassilev,us USA,MF,Philadelphia Union,24-078,2001,6.1,277,2,38,139,106,10,277,12,5,41.7,6,50.0,167,1031,391,11,8,3,11,6,178,27,Matches
Brandon Vazquez,us USA,FW,Austin,26-203,1998,9.7,303,16,44,142,124,52,302,18,8,44.4,10,55.6,177,863,338,12,8,7,36,17,222,43,Matches
Brayan Vera,co COL,DF,Real Salt Lake,26-110,1999,6.7,505,34,227,245,36,6,505,0,0,,0,,294,1527,1082,9,10,0,4,0,346,2,Matches
Oscar Verhoeven,us USA,DF,San Diego FC,18-339,2006,0.3,24,1,5,15,4,0,24,0,0,,0,,10,40,12,0,0,0,0,0,19,2,Matches
Oscar Verhoeven,us USA,MF,SJ Earthquakes,18-339,2006,0.1,8,0,0,5,4,0,8,1,1,100.0,0,0.0,4,23,7,0,0,0,0,0,7,0,Matches
Ranko Veselinović,rs SRB,DF,Vancouver W'caps,26-042,1999,10.0,691,81,306,353,33,16,691,1,0,0.0,1,100.0,480,2472,1054,1,5,0,0,1,530,3,Matches
Jules-Anthony Vilsaint,ca CAN,"FW,MF",CF Montréal,22-119,2003,1.3,24,1,2,8,15,3,24,2,2,100.0,0,0.0,19,77,29,0,1,0,3,0,21,7,Matches
Sam Vines,us USA,DF,Colorado Rapids,25-339,1999,2.4,127,6,35,69,24,2,127,2,0,0.0,2,100.0,61,352,174,4,3,2,2,3,70,15,Matches
Pedro Vite,ec ECU,"MF,FW",Vancouver W'caps,23-057,2002,8.1,572,4,62,264,253,21,572,19,9,47.4,9,47.4,344,1458,666,18,14,0,17,8,418,54,Matches
Robert Voloder,ba BIH,DF,Sporting KC,23-361,2001,6.5,422,33,184,230,11,2,422,1,1,100.0,0,0.0,231,1227,679,2,0,0,5,2,268,1,Matches
Giacomo Vrioni,al ALB,"FW,MF",CF Montréal,26-202,1998,0.9,29,1,1,7,21,9,29,2,0,0.0,2,100.0,13,34,3,0,0,2,3,2,18,7,Matches
Kai Wagner,de GER,DF,Philadelphia Union,28-079,1997,8.9,707,39,216,321,179,5,707,10,7,70.0,3,30.0,316,1494,645,13,12,2,8,4,323,38,Matches
Conrad Wallem,no NOR,"DF,MF",St. Louis,24-330,2000,9.2,416,37,124,171,128,21,416,16,8,50.0,5,31.3,223,1137,544,19,10,8,15,3,256,44,Matches
Joel Waterman,ca CAN,DF,CF Montréal,29-101,1996,8.4,755,84,350,366,47,5,755,2,1,50.0,1,50.0,457,1956,971,7,6,0,5,0,516,12,Matches
Akil Watts,us USA,"MF,DF",St. Louis,25-090,2000,8.8,370,20,109,175,96,8,370,13,5,38.5,7,53.8,163,984,491,16,11,3,16,14,199,26,Matches
Marcelo Weigandt,ar ARG,DF,Inter Miami,25-114,2000,2.5,159,10,61,64,34,3,159,2,0,0.0,2,100.0,76,228,87,1,2,0,4,1,106,7,Matches
Francis Westfield,us USA,DF,Philadelphia Union,19-147,2005,8.7,529,34,133,252,152,12,529,8,3,37.5,4,50.0,246,867,365,8,7,1,14,4,270,41,Matches
Ashley Westwood,eng ENG,MF,Charlotte,35-034,1990,11.0,723,36,201,397,133,5,723,5,3,60.0,2,40.0,423,1415,656,5,8,0,8,4,518,13,Matches
Brian White,us USA,FW,Vancouver W'caps,29-091,1996,7.9,227,16,19,95,114,46,227,8,2,25.0,5,62.5,126,473,194,8,2,4,19,3,171,37,Matches
Adrian Wibowo,us USA,FW,LAFC,19-108,2006,0.2,13,0,0,8,5,0,13,1,0,0.0,1,100.0,6,9,2,0,0,0,2,1,7,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Derrick Williams,ie IRL,DF,Atlanta Utd,32-108,1993,6.1,388,49,226,154,10,4,388,1,0,0.0,0,0.0,232,961,486,5,3,0,2,0,270,0,Matches
Samuel Williams,us USA,MF,Chicago Fire,20-048,2005,2.6,123,5,23,71,30,3,123,1,1,100.0,0,0.0,60,178,82,0,2,0,1,1,90,6,Matches
Thomas Williams,us USA,DF,Orlando City,20-263,2004,0.1,5,4,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Eryk Williamson,us USA,"MF,FW",Charlotte,27-328,1997,2.1,118,4,20,44,55,6,118,10,2,20.0,7,70.0,68,248,105,1,3,1,4,5,77,11,Matches
Joe Willis,us USA,GK,Nashville SC,36-268,1988,11.0,400,340,398,2,0,0,400,2,1,50.0,1,50.0,249,1146,710,0,0,0,0,0,230,0,Matches
Bruno Wilson,pt POR,DF,SJ Earthquakes,28-129,1996,8.0,491,82,268,206,19,6,491,0,0,,0,,249,1124,556,5,1,0,3,0,287,1,Matches
Henry Wingo,us USA,DF,Toronto FC,29-213,1995,2.5,157,9,64,72,22,0,157,4,1,25.0,3,75.0,88,522,247,4,4,0,2,2,109,6,Matches
Hannes Wolf,at AUT,FW,NYCFC,26-019,1999,10.4,564,10,64,199,304,55,564,36,8,22.2,28,77.8,314,1386,708,26,9,14,20,13,369,111,Matches
Owen Wolff,us USA,"MF,FW",Austin,20-126,2004,10.0,491,18,75,219,204,18,491,28,14,50.0,13,46.4,273,1671,939,31,19,6,23,8,322,47,Matches
Tyler Wolff,us USA,"FW,MF",Real Salt Lake,22-081,2003,2.3,103,4,23,40,46,7,103,7,5,71.4,1,14.3,67,370,169,6,4,3,5,4,68,15,Matches
Elijah Wynder,us USA,MF,LA Galaxy,22-056,2003,2.5,122,3,32,66,25,1,122,5,2,40.0,2,40.0,66,276,97,1,1,0,5,3,91,10,Matches
Miki Yamane,jp JPN,DF,LA Galaxy,31-134,1993,7.3,504,26,120,249,142,14,504,6,2,33.3,4,66.7,226,991,488,11,7,0,13,1,321,50,Matches
Dominik Yankov,bg BUL,MF,CF Montréal,24-281,2000,0.3,14,0,2,3,9,1,14,2,1,50.0,1,50.0,14,66,31,0,2,0,0,1,13,1,Matches
Darren Yapi,us USA,FW,Colorado Rapids,20-167,2004,3.6,98,3,8,36,54,16,98,6,3,50.0,3,50.0,50,243,56,3,2,3,7,11,76,20,Matches
Joshua Yaro,gh GHA,DF,St. Louis,30-168,1994,7.1,363,49,210,142,11,0,363,3,0,0.0,3,100.0,184,934,397,4,3,0,4,1,216,1,Matches
Patrick Yazbek,au AUS,MF,Nashville SC,23-030,2002,6.3,448,11,127,250,72,4,448,7,3,42.9,4,57.1,247,1045,370,2,9,2,7,4,347,12,Matches
Kelvin Yeboah,it ITA,FW,Minnesota Utd,24-364,2000,8.6,283,4,17,105,163,51,282,33,14,42.4,18,54.5,157,947,472,17,10,9,24,16,206,60,Matches
Yaw Yeboah,gh GHA,"MF,FW",LAFC,28-038,1997,3.2,154,4,31,84,42,4,154,13,8,61.5,3,23.1,94,397,150,2,2,1,10,4,111,18,Matches
DeAndre Yedlin,us USA,DF,FC Cincinnati,31-300,1993,9.8,567,33,175,239,154,13,567,6,0,0.0,6,100.0,266,1086,636,13,6,2,8,3,338,49,Matches
Maya Yoshida,jp JPN,DF,LA Galaxy,36-254,1988,7.0,659,74,299,347,14,10,659,0,0,,0,,385,1582,768,2,0,0,2,0,519,0,Matches
Jackson Yueill,us USA,MF,NE Revolution,28-047,1997,4.2,279,12,66,161,55,5,279,4,3,75.0,1,25.0,159,756,256,1,4,0,6,3,185,9,Matches
Alhassan Yusuf,ng NGA,MF,NE Revolution,24-291,2000,9.9,624,25,136,366,131,14,624,14,9,64.3,5,35.7,321,1678,731,17,12,3,12,9,395,23,Matches
Wilfried Zaha,ci CIV,"FW,MF",Charlotte,32-176,1992,9.0,500,4,40,210,258,45,498,65,25,38.5,36,55.4,359,2239,1063,31,14,20,34,15,402,97,Matches
Eriq Zavaleta,sv SLV,DF,LA Galaxy,32-276,1992,1.4,85,22,58,25,2,2,85,0,0,,0,,45,221,89,1,0,0,0,0,58,1,Matches
Sean Zawadzki,us USA,"DF,MF",Columbus Crew,25-014,2000,11.0,763,89,350,353,69,13,763,7,4,57.1,2,28.6,467,2113,959,4,8,1,12,4,520,11,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Walker Zimmerman,us USA,DF,Nashville SC,31-351,1993,6.9,511,100,329,164,18,11,511,0,0,,0,,276,997,447,0,0,0,5,2,327,4,Matches
Philip Zinckernagel,dk DEN,FW,Chicago Fire,30-140,1994,8.5,368,5,46,136,194,29,368,42,23,54.8,19,45.2,206,1298,778,27,19,11,16,19,245,55,Matches
Rida Zouhir,ca CAN,"MF,FW",D.C. United,21-163,2003,1.0,104,3,20,55,29,2,104,3,1,33.3,2,66.7,47,184,60,2,2,0,1,2,68,5,Matches
